job_id,job_title,salary_usd,salary_currency,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,has_python,has_AWS,days_until_deadline,salary_bucket
AI10459,Machine Learning Engineer,157128,USD,Part Time,South Korea,S,South Korea,100,"PyTorch, Python, Java, Linux, Hadoop",PhD,16,Government,2024-05-13,2024-07-14,9.0,Cognitive Computing,False,False,62,High
AI12540,Data Scientist,157021,USD,FT,Israel,M,China,50,"R, TensorFlow, Tableau, Python",PhD,10,Telecommunications,2025-01-16,2025-02-24,9.5,Cognitive Computing,False,False,39,High
AI10496,Machine Learning Engineer,156804,USD,Part Time,Australia,L,Australia,0,"PyTorch, SQL, Git",PhD,9,Automotive,2024-09-03,2024-11-04,9.4,Cognitive Computing,False,False,62,High
AI03509,Data Scientist,156431,USD,Contract,Denmark,L,Denmark,0,"Scala, Kubernetes, Hadoop, Git, Docker",Bachelor,3,Finance,2024-10-06,2024-10-29,9.0,Cognitive Computing,False,False,23,High
AI03398,Computer Vision Engineer,155564,GBP,Part Time,United Kingdom,M,United Kingdom,100,"GCP, R, Data Visualization, NLP, Git",PhD,6,Manufacturing,2024-05-22,2024-08-02,8.7,Cognitive Computing,False,False,72,High
AI13584,Research Scientist,155424,USD,FT,India,M,United States,0,"Scala, MLOps, Data Visualization",PhD,19,Manufacturing,2024-03-05,2024-04-28,9.2,Cognitive Computing,False,False,54,High
AI08155,Autonomous Systems Engineer,155083,EUR,Contract,France,L,Austria,50,"GCP, Kubernetes, TensorFlow, Java, Python",PhD,7,Consulting,2024-05-14,2024-07-24,8.9,Cognitive Computing,False,False,71,High
AI14607,Ai Architect,154603,USD,Full Time,Singapore,L,Singapore,50,"Git, SQL, GCP, Deep Learning, Computer Vision",Bachelor,7,Healthcare,2024-10-26,2024-12-04,8.5,Cognitive Computing,False,False,39,High
AI07161,Head Of Ai,154550,USD,Part Time,Japan,M,Japan,50,"Hadoop, PyTorch, Deep Learning, Docker",Bachelor,14,Education,2024-07-10,2024-08-30,7.0,Cognitive Computing,False,False,51,High
AI02636,Principal Data Scientist,154524,USD,Part Time,Israel,S,Israel,50,"Git, Kubernetes, Scala, SQL, Data Visualization",Master,15,Technology,2025-03-10,2025-04-03,5.3,Cognitive Computing,False,False,24,High
AI07782,Ml Ops Engineer,153599,USD,Part Time,Austria,S,Austria,0,"Computer Vision, GCP, Tableau",Bachelor,14,Consulting,2024-08-29,2024-10-10,6.5,Cognitive Computing,False,False,42,High
AI12098,Head Of Ai,153427,EUR,Full Time,France,L,Netherlands,50,"SQL, Linux, Spark, PyTorch, Kubernetes",PhD,16,Finance,2024-11-20,2024-12-14,6.3,Cognitive Computing,False,False,24,High
AI07893,Machine Learning Researcher,153012,EUR,Contract,Netherlands,M,Netherlands,100,"Spark, Scala, Kubernetes, TensorFlow, Mathematics",PhD,6,Transportation,2024-01-22,2024-03-28,8.2,Cognitive Computing,False,False,66,High
AI11523,Robotics Engineer,152854,USD,Part Time,Sweden,M,Australia,100,"Linux, Java, Computer Vision, MLOps",Associate,8,Real Estate,2024-07-27,2024-09-16,9.4,Cognitive Computing,False,False,51,High
AI04340,Nlp Engineer,152424,GBP,Contract,United Kingdom,L,United Kingdom,50,"Hadoop, Kubernetes, Linux, Python",Master,8,Media,2024-07-29,2024-08-22,9.4,Cognitive Computing,False,False,24,High
AI09103,Head Of Ai,151786,USD,Part Time,Israel,M,Israel,50,"AWS, Computer Vision, Python",Associate,17,Gaming,2024-03-04,2024-05-06,6.0,Cognitive Computing,False,True,63,High
AI03736,Research Scientist,151782,USD,Part Time,India,S,India,0,"GCP, MLOps, Java",Bachelor,17,Government,2025-02-26,2025-04-20,9.8,Cognitive Computing,False,False,53,High
AI03455,Autonomous Systems Engineer,151691,USD,Full Time,Australia,L,Australia,50,"Spark, Azure, PyTorch, Scala",Associate,7,Media,2025-04-18,2025-06-19,6.5,Cognitive Computing,False,False,62,High
AI07739,Robotics Engineer,151509,EUR,Full Time,Germany,L,Germany,50,"Computer Vision, Tableau, Kubernetes, Mathematics, NLP",PhD,5,Government,2024-11-06,2025-01-02,6.8,Cognitive Computing,False,False,57,High
AI03265,Ml Ops Engineer,151463,USD,Contract,Switzerland,S,Switzerland,50,"Python, SQL, R",Associate,9,Retail,2024-02-23,2024-03-26,6.5,Cognitive Computing,True,False,32,High
AI06625,Principal Data Scientist,150624,EUR,Contract,Netherlands,M,Germany,0,"Statistics, SQL, Linux, PyTorch",PhD,5,Real Estate,2024-06-01,2024-08-07,6.6,Cognitive Computing,False,False,67,High
AI14445,Ai Product Manager,150157,EUR,FT,Netherlands,S,Netherlands,100,"Python, GCP, TensorFlow, Mathematics, Docker",Associate,15,Real Estate,2024-02-07,2024-02-22,5.4,Cognitive Computing,True,False,15,High
AI06818,Data Engineer,149691,EUR,Full Time,France,L,France,50,"Java, SQL, Kubernetes",PhD,13,Healthcare,2024-09-19,2024-10-23,8.6,Cognitive Computing,False,False,34,High
AI07160,Machine Learning Engineer,149488,USD,Part Time,China,S,Australia,0,"PyTorch, Azure, Deep Learning",Bachelor,10,Real Estate,2025-02-08,2025-03-25,7.9,Cognitive Computing,False,False,45,High
AI02499,Robotics Engineer,149063,USD,Full Time,Finland,L,Finland,50,"NLP, Python, Linux, Kubernetes",Associate,18,Education,2024-05-12,2024-07-21,5.7,Cognitive Computing,False,False,70,High
AI06665,Machine Learning Engineer,149054,USD,FT,Switzerland,L,Switzerland,50,"Hadoop, Deep Learning, Kubernetes",Bachelor,3,Finance,2024-11-25,2025-01-24,7.9,Cognitive Computing,False,False,60,High
AI06679,Ai Product Manager,148802,EUR,Full Time,France,L,India,50,"Deep Learning, Tableau, Azure, PyTorch, GCP",PhD,9,Education,2024-02-27,2024-03-13,7.8,Cognitive Computing,False,False,15,High
AI11131,Machine Learning Engineer,148520,USD,Contract,India,M,India,0,"Azure, Tableau, GCP, MLOps, SQL",Associate,16,Telecommunications,2024-09-16,2024-11-27,8.5,Cognitive Computing,False,False,72,High
AI07372,Head Of Ai,148057,USD,FT,India,L,Japan,100,"Kubernetes, Java, Docker, R, Mathematics",Associate,18,Transportation,2024-04-26,2024-06-18,8.2,Cognitive Computing,False,False,53,High
AI06675,Ai Specialist,147207,USD,Contract,Denmark,L,Denmark,0,"R, Java, GCP",PhD,3,Energy,2025-04-18,2025-05-30,8.8,Cognitive Computing,False,False,42,High
AI03967,Research Scientist,147096,USD,Part Time,Japan,L,Japan,100,"Tableau, Linux, PyTorch",PhD,12,Finance,2025-04-08,2025-05-26,9.1,Cognitive Computing,False,False,48,High
AI00033,Robotics Engineer,146852,USD,FT,Switzerland,S,Switzerland,50,"NLP, Scala, Python",PhD,7,Real Estate,2024-08-28,2024-09-20,5.3,Cognitive Computing,False,False,23,High
AI14687,Autonomous Systems Engineer,146708,USD,Part Time,Finland,L,Singapore,100,"Data Visualization, Statistics, NLP",Master,13,Energy,2024-09-23,2024-10-26,8.8,Cognitive Computing,False,False,33,High
AI13365,Robotics Engineer,146293,USD,FT,Switzerland,M,Israel,0,"Azure, Scala, AWS",PhD,4,Energy,2024-01-19,2024-03-08,9.3,Cognitive Computing,False,False,49,High
AI00250,Ai Research Scientist,146085,USD,FT,United States,M,United States,100,"Git, Scala, NLP, Python",Associate,6,Technology,2024-11-09,2025-01-14,6.4,Cognitive Computing,False,False,66,High
AI10758,Machine Learning Engineer,145701,USD,Full Time,United States,M,United States,50,"Kubernetes, R, GCP",Bachelor,8,Government,2024-06-17,2024-07-18,7.8,Cognitive Computing,False,False,31,High
AI07016,Ai Consultant,145267,EUR,Contract,Netherlands,L,Netherlands,100,"NLP, Docker, Scala, MLOps, SQL",Master,6,Consulting,2024-09-23,2024-11-03,9.0,Cognitive Computing,False,False,41,High
AI06761,Head Of Ai,145071,EUR,Full Time,Germany,S,Norway,50,"NLP, Linux, MLOps, Kubernetes",PhD,12,Telecommunications,2024-08-29,2024-10-02,5.5,Cognitive Computing,False,False,34,High
AI09019,Machine Learning Researcher,144386,EUR,Full Time,Netherlands,M,Netherlands,50,"Docker, MLOps, PyTorch",PhD,5,Healthcare,2024-02-28,2024-04-08,8.1,Cognitive Computing,False,False,40,High
AI04799,Robotics Engineer,144362,GBP,FT,United Kingdom,S,United Kingdom,50,"Spark, Python, MLOps",PhD,6,Education,2024-06-29,2024-08-18,5.9,Cognitive Computing,False,False,50,High
AI02150,Ai Product Manager,144181,USD,Part Time,United States,L,United States,100,"Python, Data Visualization, TensorFlow, GCP, Mathematics",Associate,8,Transportation,2024-05-11,2024-07-21,7.6,Cognitive Computing,True,False,71,High
AI13827,Nlp Engineer,143546,USD,Contract,Denmark,S,Denmark,0,"R, Python, Scala, Git",Associate,9,Government,2024-05-30,2024-07-13,8.5,Cognitive Computing,False,False,44,High
AI03935,Ai Research Scientist,143353,EUR,Contract,France,M,France,100,"MLOps, Python, TensorFlow",Master,9,Healthcare,2024-04-12,2024-06-01,9.5,Cognitive Computing,False,False,50,High
AI12365,Ai Consultant,143054,USD,Full Time,Canada,L,Canada,50,"Docker, GCP, Tableau",Bachelor,6,Telecommunications,2025-04-09,2025-05-31,5.7,Cognitive Computing,False,False,52,High
AI11731,Data Analyst,142932,USD,Contract,China,L,Austria,50,"Linux, Scala, MLOps, Java, Spark",Bachelor,15,Real Estate,2024-12-24,2025-03-02,9.9,Cognitive Computing,False,False,68,High
AI06167,Ai Specialist,142610,USD,Part Time,Japan,M,Japan,50,"SQL, NLP, MLOps, Hadoop",Bachelor,18,Government,2024-03-13,2024-04-18,5.9,Cognitive Computing,False,False,36,High
AI08995,Deep Learning Engineer,142579,USD,Part Time,Canada,L,Netherlands,50,"Azure, SQL, GCP, Mathematics, Java",Associate,6,Gaming,2024-07-23,2024-08-10,8.6,Cognitive Computing,False,False,18,High
AI05981,Deep Learning Engineer,142508,EUR,Full Time,Netherlands,M,Netherlands,0,"Java, Data Visualization, GCP, Hadoop, Mathematics",Bachelor,6,Automotive,2024-05-04,2024-05-21,7.6,Cognitive Computing,False,False,17,High
AI06747,Data Scientist,142391,USD,Part Time,Singapore,S,Netherlands,0,"Python, PyTorch, Statistics, Kubernetes, Linux",Master,18,Retail,2024-06-26,2024-09-03,7.5,Cognitive Computing,True,False,69,High
AI05256,Data Scientist,142199,USD,FT,Denmark,M,Denmark,50,"NLP, Python, Computer Vision, Data Visualization",Associate,2,Transportation,2024-04-05,2024-05-05,9.9,Cognitive Computing,False,False,30,High
AI03077,Ai Software Engineer,141994,USD,Contract,Austria,M,Austria,50,"Python, Azure, Deep Learning, SQL",Associate,14,Manufacturing,2024-02-17,2024-03-04,5.8,Cognitive Computing,True,False,16,High
AI08952,Ml Ops Engineer,141936,USD,Part Time,Canada,L,Canada,50,"SQL, Java, Hadoop, PyTorch",Master,8,Manufacturing,2024-09-05,2024-10-10,7.7,Cognitive Computing,False,False,35,High
AI11794,Deep Learning Engineer,141751,USD,Part Time,United States,S,United States,100,"GCP, Data Visualization, Hadoop, Mathematics",Associate,9,Transportation,2025-04-16,2025-06-05,8.1,Cognitive Computing,False,False,50,High
AI04025,Computer Vision Engineer,141540,USD,Contract,Canada,L,Canada,100,"NLP, Git, Python",Associate,9,Healthcare,2025-03-17,2025-05-08,7.3,Cognitive Computing,False,False,52,High
AI03504,Ml Ops Engineer,141441,USD,FT,Canada,M,United Kingdom,50,"Java, SQL, Deep Learning",Associate,10,Government,2024-10-19,2024-11-30,5.6,Cognitive Computing,False,False,42,High
AI01002,Robotics Engineer,141302,USD,Part Time,Australia,M,Australia,50,"Git, Tableau, Data Visualization, Linux",PhD,8,Gaming,2024-08-04,2024-10-06,5.4,Cognitive Computing,False,False,63,High
AI09907,Nlp Engineer,140730,EUR,Contract,Netherlands,L,Netherlands,50,"MLOps, Mathematics, Tableau, TensorFlow, Scala",Associate,7,Manufacturing,2024-08-06,2024-09-03,7.0,Cognitive Computing,False,False,28,High
AI09655,Robotics Engineer,140723,USD,Full Time,Norway,M,Norway,0,"AWS, Docker, Data Visualization, Tableau, Azure",PhD,7,Telecommunications,2024-11-24,2025-01-30,9.4,Cognitive Computing,False,True,67,High
AI14051,Machine Learning Engineer,140617,USD,FT,Austria,S,Austria,100,"MLOps, SQL, Git, Spark, PyTorch",Associate,17,Automotive,2024-07-25,2024-09-10,8.1,Cognitive Computing,False,False,47,High
AI03040,Computer Vision Engineer,140520,EUR,Contract,France,M,Netherlands,50,"Hadoop, Kubernetes, Python",Master,9,Automotive,2024-08-26,2024-09-25,5.3,Cognitive Computing,False,False,30,High
AI08560,Autonomous Systems Engineer,140346,USD,Full Time,South Korea,S,South Korea,100,"Kubernetes, Scala, NLP, MLOps, Computer Vision",Bachelor,17,Consulting,2024-03-26,2024-04-15,8.3,Cognitive Computing,False,False,20,High
AI03453,Machine Learning Researcher,140196,USD,Part Time,Norway,S,Norway,0,"Python, Statistics, MLOps",PhD,7,Transportation,2024-12-14,2024-12-31,5.4,Cognitive Computing,True,False,17,High
AI13597,Ai Consultant,139902,GBP,FT,United Kingdom,L,Switzerland,50,"Data Visualization, PyTorch, Deep Learning, SQL",Bachelor,6,Finance,2024-03-30,2024-04-30,9.9,Cognitive Computing,False,False,31,High
AI12414,Robotics Engineer,139720,USD,Full Time,Israel,L,Israel,100,"Java, R, Python",Bachelor,12,Automotive,2025-03-03,2025-04-12,5.5,Cognitive Computing,False,False,40,High
AI08868,Autonomous Systems Engineer,139447,EUR,Contract,France,M,Ireland,0,"SQL, Linux, GCP, Computer Vision",Associate,14,Technology,2024-01-24,2024-02-26,8.3,Cognitive Computing,False,False,33,High
AI10249,Head Of Ai,139075,USD,Part Time,Singapore,L,Singapore,50,"Spark, SQL, Data Visualization, Tableau",Master,5,Healthcare,2025-02-24,2025-04-22,8.5,Cognitive Computing,False,False,57,High
AI05227,Deep Learning Engineer,138657,USD,FT,Switzerland,M,Switzerland,50,"Data Visualization, Scala, Java, Statistics",Associate,2,Finance,2024-11-24,2025-01-29,9.5,Cognitive Computing,False,False,66,High
AI07624,Principal Data Scientist,138556,USD,Contract,Singapore,S,Singapore,50,"MLOps, Python, Spark",Bachelor,7,Automotive,2025-02-19,2025-04-07,5.5,Cognitive Computing,False,False,47,High
AI09997,Machine Learning Engineer,138500,USD,Contract,Austria,M,Austria,100,"Kubernetes, Python, MLOps",Master,11,Technology,2024-03-12,2024-04-23,6.0,Cognitive Computing,False,False,42,High
AI04886,Machine Learning Researcher,138387,USD,FT,Sweden,M,Sweden,50,"SQL, Java, Tableau",Bachelor,6,Consulting,2024-08-02,2024-09-04,5.2,Cognitive Computing,False,False,33,High
AI10760,Head Of Ai,138286,USD,Part Time,Australia,L,Australia,0,"Java, SQL, Hadoop, Docker, Python",PhD,5,Automotive,2024-06-08,2024-07-17,5.5,Cognitive Computing,False,False,39,High
AI04957,Research Scientist,138008,USD,FT,Canada,M,Canada,100,"Python, R, Data Visualization, Kubernetes",Associate,7,Finance,2025-03-27,2025-04-10,6.7,Cognitive Computing,True,False,14,High
AI11494,Autonomous Systems Engineer,137464,USD,Full Time,Norway,M,Norway,50,"Kubernetes, PyTorch, Spark",Associate,2,Manufacturing,2025-02-27,2025-03-18,5.3,Cognitive Computing,False,False,19,High
AI08818,Principal Data Scientist,136893,USD,Contract,Japan,M,Japan,0,"Scala, GCP, SQL",Master,19,Media,2024-10-18,2024-11-29,8.1,Cognitive Computing,False,False,42,High
AI11308,Ai Product Manager,136450,USD,FT,Singapore,M,Singapore,50,"Scala, PyTorch, Computer Vision, Mathematics",Bachelor,6,Consulting,2024-01-26,2024-02-15,5.6,Cognitive Computing,False,False,20,High
AI05977,Ai Product Manager,136199,USD,FT,Singapore,M,France,50,"Tableau, GCP, Scala",PhD,8,Automotive,2024-03-30,2024-04-23,7.1,Cognitive Computing,False,False,24,High
AI07674,Nlp Engineer,135921,USD,FT,United States,S,United States,100,"Docker, Spark, Kubernetes, SQL",Master,6,Retail,2024-01-29,2024-03-29,8.5,Cognitive Computing,False,False,60,High
AI03808,Data Analyst,135898,USD,Full Time,Finland,M,Finland,100,"NLP, R, Spark, GCP",Associate,10,Telecommunications,2024-10-09,2024-12-17,9.7,Cognitive Computing,False,False,69,High
AI14194,Principal Data Scientist,135799,USD,FT,United States,L,United States,0,"Git, Scala, SQL",Bachelor,2,Technology,2024-03-28,2024-05-13,6.9,Cognitive Computing,False,False,46,High
AI00549,Ai Software Engineer,135272,USD,FT,India,L,Denmark,0,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,2024-10-22,2024-12-15,5.1,Cognitive Computing,False,False,54,High
AI05089,Ai Architect,135093,USD,Contract,Australia,M,Switzerland,100,"Linux, Git, Statistics, Scala",Associate,6,Government,2025-01-12,2025-02-23,8.3,Cognitive Computing,False,False,42,High
AI09463,Ai Research Scientist,134994,USD,Contract,Norway,L,Norway,100,"Deep Learning, Kubernetes, R, AWS, Spark",Master,3,Energy,2024-11-18,2025-01-08,6.6,Cognitive Computing,False,False,51,High
AI05973,Ai Software Engineer,134778,USD,FT,Japan,S,United Kingdom,50,"Spark, SQL, Computer Vision, Scala, Kubernetes",Bachelor,14,Transportation,2024-05-27,2024-06-20,5.9,Cognitive Computing,False,False,24,High
AI11216,Data Scientist,134491,USD,Part Time,Canada,L,Ireland,100,"Python, TensorFlow, Java, Hadoop",Bachelor,5,Transportation,2024-09-14,2024-10-02,7.5,Cognitive Computing,True,False,18,High
AI08994,Data Analyst,134247,USD,Contract,Singapore,S,Singapore,50,"Docker, Git, MLOps",PhD,7,Education,2025-02-15,2025-03-28,8.0,Cognitive Computing,False,False,41,High
AI03036,Ai Product Manager,134228,EUR,Part Time,Germany,S,Germany,50,"AWS, Kubernetes, Python, Scala, Mathematics",PhD,6,Gaming,2024-09-23,2024-10-25,6.1,Cognitive Computing,False,True,32,High
AI01396,Ai Specialist,133978,USD,Contract,Switzerland,S,Switzerland,50,"Spark, TensorFlow, PyTorch, Mathematics, Git",PhD,4,Healthcare,2024-01-03,2024-02-22,5.4,Cognitive Computing,False,False,50,High
AI13652,Head Of Ai,133953,USD,Full Time,Norway,M,Norway,50,"Python, Spark, Mathematics, Java, Statistics",Master,9,Real Estate,2024-06-05,2024-06-19,8.0,Cognitive Computing,True,False,14,High
AI02539,Ai Software Engineer,133845,USD,FT,Switzerland,M,Switzerland,100,"GCP, Docker, MLOps, SQL",Associate,2,Energy,2025-03-05,2025-03-20,6.3,Cognitive Computing,False,False,15,High
AI10191,Deep Learning Engineer,133774,USD,FT,Sweden,M,Sweden,0,"Deep Learning, Azure, PyTorch, Statistics, Hadoop",PhD,6,Technology,2025-04-08,2025-06-06,7.1,Cognitive Computing,False,False,59,High
AI02424,Machine Learning Researcher,133611,USD,Part Time,Ireland,M,Ireland,0,"Git, Computer Vision, Python, Kubernetes, Docker",Master,11,Healthcare,2024-11-12,2025-01-09,5.7,Cognitive Computing,False,False,58,High
AI10150,Ai Product Manager,133606,USD,Contract,United States,S,United States,0,"Linux, Kubernetes, TensorFlow, Tableau, Mathematics",Associate,5,Gaming,2024-03-07,2024-04-28,5.8,Cognitive Computing,False,False,52,High
AI00268,Robotics Engineer,133565,USD,Part Time,United States,S,South Korea,100,"R, Git, Statistics, Spark, Python",Master,5,Media,2024-12-21,2025-02-26,8.0,Cognitive Computing,False,False,67,High
AI10647,Principal Data Scientist,133355,USD,Contract,Denmark,S,China,100,"SQL, Hadoop, Tableau, TensorFlow",Associate,8,Energy,2024-01-10,2024-02-19,5.3,Cognitive Computing,False,False,40,High
AI00906,Deep Learning Engineer,133327,USD,FT,Israel,S,Israel,50,"Azure, AWS, NLP",Master,11,Retail,2025-01-04,2025-01-27,7.3,Cognitive Computing,False,False,23,High
AI07955,Autonomous Systems Engineer,133271,USD,FT,Denmark,M,Netherlands,0,"PyTorch, GCP, Linux, Computer Vision",Master,2,Manufacturing,2024-08-20,2024-09-07,6.6,Cognitive Computing,False,False,18,High
AI06147,Ai Research Scientist,132950,USD,Full Time,Sweden,S,Austria,0,"TensorFlow, Computer Vision, Mathematics",Bachelor,7,Real Estate,2024-01-30,2024-03-20,7.3,Cognitive Computing,False,False,50,High
AI03492,Nlp Engineer,132833,USD,Full Time,Israel,L,Israel,100,"Python, Spark, TensorFlow, Azure, GCP",Master,14,Telecommunications,2025-02-19,2025-03-31,6.5,Cognitive Computing,True,False,40,High
AI14746,Data Scientist,132806,USD,Part Time,United States,L,United States,50,"Git, Docker, Mathematics, SQL",PhD,4,Transportation,2024-04-27,2024-06-12,6.2,Cognitive Computing,False,False,46,High
AI04038,Ai Specialist,132799,USD,Full Time,Japan,S,Austria,50,"Python, NLP, Azure",PhD,13,Education,2025-02-05,2025-04-12,5.1,Cognitive Computing,True,False,66,High
AI11556,Ai Architect,132615,EUR,Contract,Germany,S,Japan,100,"AWS, Computer Vision, GCP, Python, TensorFlow",Bachelor,9,Education,2024-10-01,2024-11-18,5.9,Cognitive Computing,False,True,48,High
AI00386,Head Of Ai,132585,USD,FT,Finland,S,Finland,100,"R, Java, Spark",Master,12,Government,2025-03-07,2025-04-01,5.5,Cognitive Computing,False,False,25,High
AI03404,Ai Software Engineer,132476,USD,Contract,Denmark,L,Denmark,100,"Git, Linux, SQL, Computer Vision",PhD,4,Real Estate,2024-04-17,2024-05-09,9.3,Cognitive Computing,False,False,22,High
AI02536,Ai Research Scientist,132308,USD,FT,Switzerland,L,Switzerland,50,"PyTorch, SQL, Statistics, R, Azure",Master,3,Telecommunications,2024-06-01,2024-06-25,7.4,Cognitive Computing,False,False,24,High
AI14237,Data Engineer,132046,USD,FT,South Korea,L,South Korea,50,"Scala, Java, Data Visualization, Computer Vision",Master,12,Energy,2025-02-16,2025-04-18,6.3,Cognitive Computing,False,False,61,High
AI01356,Ai Research Scientist,131757,USD,FT,Austria,L,Austria,50,"Git, Computer Vision, MLOps, Deep Learning",PhD,18,Retail,2025-03-18,2025-04-03,8.8,Cognitive Computing,False,False,16,High
AI10679,Ai Research Scientist,131640,USD,FT,Denmark,S,Denmark,100,"AWS, Java, Python, MLOps",PhD,7,Real Estate,2024-09-29,2024-11-27,9.2,Cognitive Computing,False,True,59,High
AI12084,Data Analyst,131543,USD,Full Time,South Korea,S,South Korea,50,"Scala, MLOps, SQL, GCP",Associate,16,Government,2024-10-07,2024-12-11,9.3,Cognitive Computing,False,False,65,High
AI04900,Ml Ops Engineer,131024,USD,Contract,Japan,L,Ireland,0,"NLP, Java, Deep Learning, Linux",Bachelor,12,Consulting,2024-11-02,2024-12-15,8.9,Cognitive Computing,False,False,43,High
AI10765,Ai Product Manager,131007,EUR,Part Time,Netherlands,L,Netherlands,0,"NLP, Linux, Tableau",PhD,4,Energy,2024-05-19,2024-06-10,5.8,Cognitive Computing,False,False,22,High
AI09196,Data Analyst,130903,USD,FT,Finland,S,Austria,100,"Java, Scala, Mathematics, Python",Bachelor,18,Technology,2024-09-30,2024-11-17,5.7,Cognitive Computing,False,False,48,High
AI02762,Data Scientist,130712,EUR,Part Time,Germany,M,Germany,50,"SQL, R, Statistics, Tableau",Master,5,Retail,2024-04-15,2024-05-07,8.9,Cognitive Computing,False,False,22,High
AI02480,Machine Learning Researcher,129913,EUR,Part Time,Netherlands,S,Netherlands,0,"Docker, Spark, Computer Vision",Associate,5,Telecommunications,2024-12-26,2025-02-26,8.7,Cognitive Computing,False,False,62,High
AI12567,Data Engineer,129742,GBP,Full Time,United Kingdom,L,United Kingdom,0,"Scala, MLOps, Statistics, Deep Learning",Bachelor,6,Education,2024-02-27,2024-04-14,10.0,Cognitive Computing,False,False,47,High
AI08251,Ai Product Manager,129722,USD,Contract,Norway,M,Norway,100,"NLP, Scala, MLOps",Bachelor,4,Automotive,2024-12-31,2025-02-23,9.1,Cognitive Computing,False,False,54,High
AI09106,Deep Learning Engineer,129701,USD,Part Time,United States,L,United States,100,"Python, NLP, Spark",Associate,4,Telecommunications,2024-07-18,2024-09-01,6.4,Cognitive Computing,True,False,45,High
AI14814,Robotics Engineer,129243,USD,Contract,Australia,L,Australia,50,"Tableau, GCP, Python, Data Visualization, Deep Learning",Associate,7,Real Estate,2024-10-01,2024-10-30,5.9,Cognitive Computing,False,False,29,High
AI09050,Head Of Ai,128975,USD,Full Time,Denmark,L,Denmark,0,"Tableau, Deep Learning, R, TensorFlow, SQL",Associate,4,Automotive,2025-02-07,2025-04-15,8.1,Cognitive Computing,False,False,67,High
AI03125,Data Analyst,128650,USD,FT,Singapore,L,Singapore,100,"TensorFlow, Git, Mathematics, Deep Learning, Tableau",Associate,3,Consulting,2025-02-28,2025-05-07,9.1,Cognitive Computing,False,False,68,High
AI09289,Research Scientist,128463,USD,Full Time,Denmark,M,Denmark,100,"SQL, Computer Vision, Data Visualization",Associate,2,Finance,2025-04-22,2025-06-24,6.7,Cognitive Computing,False,False,63,High
AI04349,Principal Data Scientist,128234,USD,Part Time,United States,L,Ireland,0,"Python, Hadoop, MLOps",PhD,4,Finance,2024-01-21,2024-04-03,8.6,Cognitive Computing,True,False,73,High
AI03182,Nlp Engineer,128103,USD,Part Time,Switzerland,M,Switzerland,50,"Python, Docker, AWS, Git",Associate,2,Gaming,2024-05-16,2024-07-05,5.4,Cognitive Computing,True,False,50,High
AI06183,Machine Learning Engineer,128091,USD,FT,Australia,L,Australia,0,"Scala, MLOps, Java",Associate,5,Education,2024-01-29,2024-02-14,9.2,Cognitive Computing,False,False,16,High
AI07795,Data Engineer,127768,USD,FT,United States,L,South Korea,100,"Git, Python, Mathematics",Bachelor,4,Transportation,2024-01-03,2024-02-11,8.6,Cognitive Computing,False,False,39,High
AI11396,Ai Software Engineer,127730,USD,Full Time,Denmark,S,Denmark,50,"Linux, Computer Vision, Scala, NLP, SQL",Bachelor,6,Finance,2024-03-22,2024-04-17,7.3,Cognitive Computing,False,False,26,High
AI07189,Ai Software Engineer,127656,USD,Full Time,Australia,M,Australia,100,"Java, Python, Mathematics",Master,6,Transportation,2024-06-12,2024-07-16,7.7,Cognitive Computing,False,False,34,High
AI07061,Data Analyst,127606,USD,Part Time,Sweden,S,Sweden,100,"Computer Vision, Python, Linux, TensorFlow, Tableau",Associate,7,Technology,2024-09-23,2024-10-11,7.6,Cognitive Computing,False,False,18,High
AI02073,Ai Architect,127345,USD,FT,Denmark,M,Denmark,50,"Python, Spark, Deep Learning, Java, Git",Bachelor,2,Automotive,2024-09-10,2024-11-09,5.6,Cognitive Computing,True,False,60,High
AI05361,Robotics Engineer,126744,USD,Contract,China,M,China,0,"Docker, Data Visualization, PyTorch, Statistics, Kubernetes",Master,19,Telecommunications,2024-11-11,2024-12-04,7.2,Cognitive Computing,False,False,23,High
AI04151,Robotics Engineer,126441,USD,Contract,Switzerland,L,Switzerland,0,"PyTorch, Java, Statistics, AWS",Bachelor,1,Automotive,2024-05-24,2024-06-21,7.3,Cognitive Computing,False,False,28,High
AI13533,Nlp Engineer,125931,GBP,Part Time,United Kingdom,S,United Kingdom,100,"Docker, PyTorch, MLOps",Master,7,Telecommunications,2024-04-27,2024-06-16,8.6,Cognitive Computing,False,False,50,High
AI01183,Head Of Ai,125594,USD,Contract,Australia,M,Australia,50,"AWS, Scala, Azure, Deep Learning",PhD,6,Technology,2024-09-14,2024-10-17,6.7,Cognitive Computing,False,True,33,High
AI09887,Ai Architect,125486,USD,Part Time,Austria,M,Austria,50,"Statistics, Git, Linux",Master,14,Technology,2024-04-16,2024-06-27,7.6,Cognitive Computing,False,False,72,High
AI09722,Ai Architect,125181,USD,Part Time,Norway,S,Norway,100,"Spark, R, Docker, Data Visualization",Bachelor,7,Healthcare,2024-05-10,2024-07-19,7.6,Cognitive Computing,False,False,70,High
